vehicle_id,length_of_study_time_step,in_study_repair
26373,233.0,0
26374,140.2,0
26375,208.4,0
26376,174.0,0
26378,100.4,1
26379,232.2,0
26382,237.4,0
26383,248.0,0
26384,169.2,1
26386,235.2,0
26388,232.2,0
26389,124.0,0
26391,200.0,0
26392,225.0,0
26393,145.8,0
26394,121.4,0
26395,236.2,0
26398,242.2,0
26400,220.2,0
26401,240.2,0
26402,181.0,0
26403,239.4,1
26405,240.2,0
26406,243.6,0
26407,233.8,0
26411,245.8,0
26413,120.4,1
26416,196.0,0
26419,166.4,0
26420,215.8,0
26421,224.4,0
26424,233.0,0
26429,241.4,0
26431,208.8,0
26432,237.8,0
26433,143.6,0
26434,159.4,1
26436,236.8,0
26437,214.2,0
26438,214.6,0
26439,128.4,0
26440,175.0,0
26442,240.0,0
26443,156.0,0
26444,221.4,0
26445,148.2,1
26446,205.4,0
26447,234.6,0
26449,238.2,1
26450,247.2,0
26451,238.6,0
26452,228.4,1
26453,243.6,0
26454,247.6,0
26455,240.6,0
26456,132.4,0
26458,241.8,0
26459,230.2,0
26460,244.6,0
26461,176.4,0
26465,251.2,0
26466,232.0,0
26467,191.6,0
26469,241.4,0
26470,219.8,0
26471,241.6,0
26472,240.0,0
26473,249.8,0
26474,215.8,1
26475,208.6,0
26482,226.8,0
26483,235.6,0
26485,246.8,0
26488,219.4,0
26492,195.0,1
26493,250.8,0
26494,139.6,0
26496,162.2,0
26497,250.2,0
26498,85.2,1
26499,239.6,0
26500,243.4,0
26501,212.2,0
26502,217.4,0
26503,244.2,0
26505,217.8,0
26506,246.6,0
26507,141.0,0
26508,240.6,0
26509,237.6,0
26511,232.2,0
26512,215.0,0
26513,238.0,0
26514,145.0,0
26515,237.8,0
26517,189.0,0
26518,178.0,0
26523,212.8,0
26524,218.2,0
26526,162.4,1
26527,145.6,0
26529,144.6,0
26530,181.0,1
26531,134.4,0
26536,144.2,0
26537,137.0,0
26540,234.8,0
26541,142.4,0
26542,156.4,0
26543,211.8,0
26544,150.8,0
26546,182.0,0
26547,235.2,0
26548,225.8,0
26550,207.0,0
26551,145.4,0
26552,137.6,1
26556,217.2,0
26557,202.0,0
26558,240.4,0
26559,234.0,0
26560,232.4,0
26561,187.6,1
26562,136.6,0
26563,88.2,1
26564,144.8,1
26565,227.4,0
26566,247.0,0
26568,137.4,0
26571,234.4,0
26572,210.4,0
26573,220.4,0
26576,130.2,0
26577,179.6,0
26578,235.4,0
26580,179.6,0
26581,230.6,0
26582,243.8,0
26583,229.6,0
26584,233.8,0
26585,232.4,0
26587,209.4,0
26589,243.4,0
26590,140.8,0
26591,206.0,0
26592,242.4,0
26593,204.8,0
26595,236.6,0
26596,225.6,0
26598,223.2,0
26599,213.8,0
26601,247.8,0
26602,245.8,0
26603,196.4,1
26604,198.8,0
26605,223.8,0
26607,229.0,0
26609,209.6,0
26610,232.8,0
26613,243.2,0
26615,229.0,0
26617,246.8,0
26619,87.0,1
26620,147.6,1
26622,237.2,0
26623,216.6,0
26624,223.4,1
26625,200.2,0
26626,109.6,1
26627,192.8,0
26630,247.2,0
26632,197.8,0
26633,168.8,0
26635,194.2,1
26636,128.6,0
26637,180.2,0
26639,130.6,0
26640,215.0,0
26641,176.4,0
26642,214.6,1
26643,229.8,0
26645,190.8,0
26646,234.2,0
26647,145.2,1
26648,230.4,0
26649,244.0,0
26657,244.0,0
26659,177.6,0
26662,221.6,0
26664,235.4,0
26666,221.2,0
26667,226.0,0
26668,208.6,0
26670,225.4,0
26671,244.8,0
26672,172.8,0
26674,240.6,0
26675,137.8,1
26676,116.2,1
26677,192.8,0
26680,228.4,0
26681,171.2,0
26682,232.4,0
26683,244.2,0
26684,145.0,0
26686,143.6,0
26687,186.0,1
26688,143.8,0
26689,172.2,0
26690,173.6,0
26691,143.0,0
26692,173.8,0
26693,235.8,0
26694,138.6,0
26696,246.2,0
26697,145.6,0
26698,245.0,0
26699,231.6,0
26703,194.6,1
26704,236.6,0
26706,218.4,0
26707,223.4,0
26709,232.8,0
26712,191.8,0
26713,217.6,0
26714,133.6,0
26716,217.0,0
26718,219.2,1
26719,243.4,0
26720,228.2,0
26721,227.6,1
26722,119.2,1
26726,218.4,0
26728,80.4,1
26729,145.8,0
26731,140.6,0
26732,199.2,0
26733,217.0,0
26734,200.8,0
26735,229.8,0
26736,228.8,0
26737,222.8,0
26739,224.0,0
26740,222.0,0
26742,211.0,0
26743,209.4,0
26744,209.2,0
26746,182.0,1
26747,212.8,0
26748,219.4,0
26749,163.8,0
26750,198.6,0
26751,237.8,0
26753,166.6,0
26754,148.0,0
26755,171.2,0
26757,223.8,0
26758,221.6,0
26759,144.4,0
26761,212.4,0
26762,231.0,0
26763,227.8,0
26764,150.6,0
26767,141.0,0
26768,244.2,0
26769,153.8,0
26770,243.8,0
26771,214.2,0
26772,226.4,0
26773,222.6,0
26775,221.2,0
26776,138.2,1
26779,219.8,0
26780,237.6,0
26781,216.0,0
26782,232.6,0
26783,141.6,0
26784,236.8,0
26786,238.4,0
26790,223.8,0
26791,203.4,0
26792,231.8,0
26794,215.6,0
26795,185.8,0
26797,184.2,0
26798,143.2,0
26800,195.4,0
26801,185.4,0
26802,231.6,0
26804,206.2,0
26805,179.0,0
26806,111.0,1
26807,172.8,1
26808,138.0,1
26810,187.8,1
26811,228.0,0
26812,227.0,0
26814,222.0,0
26816,217.0,0
26817,139.4,0
26819,221.0,0
26820,211.4,0
26821,228.4,0
26822,182.4,0
26827,231.4,0
26828,220.8,0
26830,218.4,0
26833,145.6,0
26834,228.0,0
26835,180.2,0
26837,228.8,0
26838,229.2,0
26839,218.4,0
26840,229.8,0
26841,220.2,0
26842,198.0,0
26843,218.4,0
26844,210.0,0
26845,218.4,0
26846,161.8,0
26848,216.2,0
26849,236.4,0
26850,155.4,0
26852,218.4,0
26853,144.4,0
26854,221.2,0
26855,136.2,0
26857,208.6,0
26858,129.4,1
26859,227.8,0
26860,218.0,0
26861,187.6,0
26863,233.0,0
26864,149.4,0
26865,207.8,0
26867,197.6,0
26869,213.6,0
26871,152.8,0
26872,139.4,0
26875,145.6,0
26876,155.6,0
26878,141.2,0
26879,139.8,0
26880,187.4,0
26881,229.6,0
26882,151.4,0
26883,230.8,0
26887,128.2,0
26888,203.0,0
26889,160.2,0
26891,122.8,0
26893,213.2,0
26894,215.2,0
26895,188.2,1
26898,234.4,0
26899,201.8,0
26900,217.8,0
26902,196.2,0
26903,183.4,0
26904,146.4,0
26905,228.6,0
26906,124.2,0
26907,144.8,0
26908,227.4,0
26909,221.6,0
26910,203.0,0
26911,217.0,0
26913,192.2,0
26915,131.8,0
26923,229.2,0
26925,159.2,0
26926,223.0,0
26931,226.8,0
26932,187.6,1
26934,177.0,0
26936,238.2,0
26939,215.6,0
26940,219.0,0
26941,175.8,1
26942,212.6,0
26944,191.8,0
26945,232.0,0
26946,215.2,0
26951,158.4,0
26952,150.0,0
26953,194.2,0
26954,150.0,0
26955,216.2,0
26956,149.2,0
26957,124.2,0
26959,212.8,0
26962,228.6,0
26964,135.8,0
26966,224.4,0
26967,239.2,0
26970,232.0,0
26971,208.0,0
26972,218.4,0
26973,225.0,0
26974,171.0,1
26975,235.2,0
26976,211.2,0
26978,224.6,0
26979,219.0,0
26982,186.8,0
26984,216.8,0
26985,211.6,1
26986,170.0,1
26988,218.2,0
26991,204.4,0
26992,230.6,0
26993,222.2,0
26994,167.6,0
26995,156.4,1
26996,136.8,0
26998,145.2,0
27001,233.0,0
27004,159.4,0
27005,159.2,0
27006,135.4,0
27008,133.2,0
27011,213.2,0
27012,223.0,0
27014,122.6,0
27015,215.6,0
27016,219.4,0
27017,221.2,0
27020,196.6,0
27021,206.6,0
27022,193.0,0
27025,227.4,0
27027,197.0,0
27029,228.2,0
27031,217.2,0
27032,214.0,0
27033,176.2,0
27034,148.8,0
27039,224.0,0
27040,219.2,0
27041,218.8,0
27042,129.4,0
27044,234.0,0
27047,138.4,0
27048,208.0,0
27050,204.0,0
27052,135.2,0
27053,207.0,0
27054,196.2,1
27055,227.4,0
27056,223.6,0
27057,227.8,0
27058,112.4,1
27059,224.0,0
27060,221.6,0
27061,206.0,0
27062,135.4,0
27063,145.6,0
27064,213.4,0
27066,142.6,0
27067,142.6,0
27069,217.4,0
27070,172.0,0
27071,215.4,0
27072,141.2,1
27073,214.8,0
27074,189.6,0
27075,172.2,0
27076,165.0,0
27077,223.8,0
27078,217.2,0
27079,210.6,0
27080,189.4,0
27081,228.2,0
27084,143.2,0
27085,216.2,0
27087,217.8,0
27088,178.0,0
27089,193.0,0
27092,223.8,0
27093,220.0,0
27094,152.6,0
27095,135.2,0
27096,121.8,0
27097,187.0,1
27098,220.6,0
27100,206.4,0
27101,218.6,0
27102,201.2,0
27103,136.2,0
27104,131.6,0
27105,219.8,0
27107,144.4,0
27108,159.4,0
27109,196.0,0
27110,222.8,0
27111,218.6,0
27112,180.6,0
27113,220.2,0
27115,146.0,0
27116,178.8,1
27117,220.4,0
27119,233.2,0
27120,82.6,1
27121,176.8,1
27122,172.8,1
27124,179.2,0
27126,211.2,0
27127,225.6,0
27129,188.4,0
27130,168.8,0
27131,97.6,1
27133,231.2,0
27134,217.4,0
27135,228.2,0
27137,192.4,0
27138,216.4,1
27139,116.2,1
27141,232.6,0
27144,75.0,1
27145,145.0,0
27147,141.8,0
27150,190.4,0
27153,209.6,0
27154,201.8,0
27155,164.2,0
27156,201.6,0
27157,198.0,0
27158,219.8,0
27159,145.4,0
27160,223.0,0
27161,158.6,0
27164,218.8,0
27165,165.8,0
27166,144.2,0
27168,195.4,0
27170,211.2,0
27171,212.8,0
27174,210.6,0
27175,213.4,0
27178,207.4,0
27183,146.8,0
27185,159.4,0
27186,196.0,1
27190,205.8,0
27191,202.4,0
27192,218.4,0
27193,218.4,0
27194,165.2,0
27199,226.2,0
27200,192.6,0
27203,201.4,0
27204,139.4,0
27207,229.2,0
27208,201.2,0
27209,177.0,0
27210,218.2,0
27211,218.4,0
27212,226.4,0
27217,182.8,0
27218,228.4,0
27219,201.0,0
27220,205.2,0
27221,231.4,0
27223,205.0,0
27224,220.6,0
27225,202.8,0
27227,186.2,0
27228,172.4,0
27233,207.8,0
27234,143.0,0
27235,214.2,0
27236,176.0,1
27240,221.2,0
27243,122.0,0
27244,142.0,0
27245,217.0,0
27248,222.2,0
27249,211.4,0
27251,145.4,1
27252,218.8,0
27253,222.2,0
27255,217.8,0
27256,209.8,0
27257,200.6,0
27258,218.2,0
27259,214.0,0
27260,126.0,0
27262,226.4,0
27263,144.6,0
27264,220.2,0
27265,184.4,0
27266,220.6,0
27267,149.0,0
27269,230.8,0
27270,209.0,0
27272,201.6,0
27275,204.4,0
27277,156.8,1
27278,192.4,0
27279,203.8,0
27280,138.6,0
27282,201.4,0
27283,139.2,0
27284,198.6,0
27285,180.2,0
27287,162.6,1
27288,201.4,0
27289,217.0,0
27290,194.0,0
27292,218.0,0
27293,232.8,0
27294,178.6,0
27295,214.8,0
27296,151.4,0
27300,194.0,0
27303,156.6,0
27305,174.8,0
27306,223.2,0
27307,213.4,0
27308,151.2,0
27309,186.8,0
27310,192.0,0
27312,148.8,0
27313,149.6,0
27314,226.8,0
27315,140.6,0
27316,231.4,0
27317,230.2,0
27318,200.2,0
27319,171.2,0
27322,173.2,1
27323,219.4,0
27324,196.0,1
27325,223.8,0
27326,224.8,0
27329,219.8,0
27331,215.4,0
27332,138.0,0
27334,154.8,0
27335,223.2,0
27336,215.6,0
27337,216.4,0
27338,216.6,0
27339,217.8,0
27340,217.4,0
27341,170.8,0
27343,201.2,0
27345,217.6,0
27347,227.8,0
27349,215.8,0
27350,222.6,0
27351,220.4,0
27353,103.4,1
27354,212.8,0
27355,214.0,0
27356,224.0,0
27357,216.6,0
27358,166.2,1
27359,217.2,0
27360,211.6,0
27363,218.0,0
27364,216.2,0
27365,217.8,0
27366,218.0,0
27367,228.2,0
27368,216.8,0
27369,215.0,0
27370,188.0,0
27371,145.6,0
27373,215.4,1
27375,128.6,0
27376,221.2,0
27377,191.8,0
27378,156.2,0
27380,144.0,0
27381,194.6,0
27382,216.6,0
27384,138.2,0
27385,196.6,0
27387,102.0,1
27388,144.0,0
27389,218.8,0
27390,208.8,0
27391,123.0,0
27392,169.2,0
27394,136.8,0
27395,222.4,0
27396,190.0,0
27397,195.4,0
27398,162.6,1
27399,212.8,0
27400,133.6,1
27401,175.8,0
27402,183.2,1
27403,158.4,0
27406,226.6,0
27407,226.6,0
27408,134.6,0
27410,210.0,1
27411,191.2,0
27412,142.6,0
27413,190.6,0
27415,198.8,0
27416,181.2,0
27418,219.4,0
27419,187.2,0
27421,215.8,0
27423,230.4,0
27425,216.0,0
27426,167.2,1
27428,213.6,0
27429,218.6,0
27432,142.8,0
27433,222.2,0
27434,212.6,0
27435,219.0,0
27436,143.0,0
27437,218.2,0
27439,224.8,0
27441,147.4,1
27442,136.4,0
27443,218.4,0
27444,145.0,0
27446,226.8,0
27447,224.0,0
27448,130.0,1
27449,144.0,1
27450,144.2,0
27451,144.4,0
27452,144.6,0
27454,218.4,0
27456,222.2,0
27457,149.0,0
27458,210.0,0
27459,132.6,0
27460,224.0,0
27461,219.8,0
27462,201.4,0
27464,211.0,0
27465,140.4,0
27466,213.4,0
27467,130.6,0
27468,142.4,0
27469,142.0,1
27470,133.4,0
27471,133.6,0
27472,230.8,0
27473,136.0,0
27477,138.0,0
27478,214.6,0
27480,221.8,0
27481,140.8,0
27482,136.4,0
27484,160.6,1
27485,142.2,0
27487,212.4,1
27489,228.0,0
27490,208.6,0
27493,127.4,0
27495,141.4,0
27496,208.8,0
27497,215.4,0
27498,139.0,0
27499,194.6,0
27500,217.0,0
27501,164.6,0
27503,213.8,0
27504,125.8,1
27505,196.6,0
27507,183.2,0
27508,179.2,0
27509,223.2,0
27510,202.4,0
27512,216.4,0
27513,145.0,0
27515,206.8,0
27516,224.8,0
27518,205.0,0
27519,182.8,0
27520,212.6,0
27521,212.8,0
27524,216.8,0
27525,209.4,0
27527,223.6,0
27528,145.8,0
27529,217.4,0
27531,140.6,0
27533,209.4,0
27534,223.0,0
27536,218.4,0
27537,153.2,0
27538,216.6,0
27539,174.0,0
27541,221.4,0
27542,215.8,0
27543,141.2,0
27545,185.0,0
27546,204.6,1
27547,174.4,0
27548,214.0,0
27550,218.6,0
27551,203.8,0
27554,162.0,0
27556,202.8,0
27557,140.4,0
27560,142.8,0
27561,142.8,0
27562,199.4,0
27563,208.0,0
27564,219.4,0
27566,215.6,0
27568,151.4,0
27569,164.6,0
27572,152.8,0
27573,95.2,1
27574,176.6,0
27575,213.6,0
27576,142.6,1
27578,141.6,1
27579,200.4,0
27580,216.8,0
27582,181.8,0
27583,205.0,0
27584,205.2,0
27585,224.4,0
27587,226.2,0
27588,187.8,0
27589,201.4,0
27591,174.8,0
27593,181.6,0
27594,183.8,0
27596,215.6,0
27597,217.4,0
27598,216.6,0
27599,189.2,0
27600,217.0,0
27602,175.6,0
27603,144.8,0
27604,222.6,0
27605,143.0,0
27607,216.2,0
27611,169.8,0
27612,217.2,0
27613,177.4,0
27615,210.0,0
27616,195.4,1
27617,220.0,0
27618,210.8,0
27620,129.4,1
27621,213.6,0
27622,166.0,0
27623,203.4,1
27624,217.0,0
27625,142.8,0
27626,142.0,0
27627,220.0,1
27628,174.2,1
27631,92.2,1
27632,215.0,0
27633,201.0,0
27634,205.8,0
27635,229.2,0
27636,143.2,0
27637,181.0,0
27638,109.8,1
27640,182.0,0
27641,139.2,0
27642,212.8,0
27644,186.2,0
27645,214.0,0
27647,210.2,0
27648,205.0,0
27650,216.6,0
27651,142.2,0
27653,141.0,0
27654,181.8,0
27655,128.4,0
27656,144.2,0
27657,223.0,0
27658,178.8,1
27659,194.8,0
27661,194.2,0
27662,183.6,0
27663,141.8,0
27665,185.4,1
27666,195.2,0
27667,214.4,0
27670,212.0,0
27671,135.6,0
27672,212.0,0
27673,169.8,0
27674,165.4,0
27675,214.8,0
27676,155.6,0
27678,139.4,0
27679,141.8,0
27680,178.2,1
27681,160.6,0
27683,224.2,0
27684,211.4,0
27686,196.6,0
27687,217.4,0
27688,162.6,0
27691,209.2,0
27693,178.0,0
27694,184.0,0
27695,177.8,0
27696,151.4,0
27698,203.2,0
27699,217.6,0
27700,153.0,0
27701,171.6,0
27702,221.8,0
27703,220.4,0
27705,218.2,0
27707,173.4,0
27708,206.2,0
27710,220.8,0
27711,212.0,0
27712,214.2,0
27713,135.6,0
27714,164.4,0
27715,213.0,0
27716,180.4,0
27717,179.4,0
27720,145.2,0
27721,219.0,0
27723,141.6,0
27725,160.4,0
27726,166.2,0
27728,133.2,0
27729,189.2,0
27731,176.2,0
27732,212.4,0
27733,208.6,0
27734,205.0,0
27736,204.0,1
27737,215.0,0
27739,199.8,0
27740,212.2,0
27741,223.6,0
27742,202.8,0
27743,169.2,0
27744,143.4,0
27746,138.8,0
27747,204.4,0
27748,144.8,0
27749,203.8,0
27752,224.2,0
27753,121.6,1
27754,215.6,0
27756,206.2,0
27757,203.6,0
27759,132.6,0
27760,217.4,0
27761,141.8,0
27762,200.4,0
27764,210.2,0
27765,180.6,0
27769,216.8,0
27770,200.2,0
27771,186.2,0
27773,145.6,0
27775,178.2,0
27776,224.2,0
27777,216.4,0
27778,221.8,0
27780,199.0,0
27783,204.8,0
27784,211.2,1
27785,133.8,0
27788,219.2,0
27789,200.2,0
27790,214.6,0
27792,207.8,1
27793,214.2,0
27794,220.2,0
27795,219.0,0
27796,203.6,0
27797,208.6,0
27798,130.6,0
27800,181.4,0
27801,218.4,1
27802,221.6,0
27803,175.2,0
27807,214.0,0
27808,224.8,0
27809,225.6,0
27811,142.8,0
27815,214.2,0
27816,174.0,0
27817,223.6,0
27818,190.4,0
27819,216.0,0
27820,222.2,0
27822,171.6,0
27824,218.4,0
27825,143.8,0
27826,209.2,0
27827,140.4,0
27830,169.2,0
27831,130.0,1
27832,148.6,0
27833,173.0,1
27834,78.6,1
27835,143.2,0
27837,204.6,0
27838,178.4,0
27839,144.6,0
27840,121.6,0
27843,176.0,0
27848,142.6,0
27849,130.6,0
27850,142.0,0
27854,158.4,0
27856,164.2,1
27859,218.8,0
27861,196.6,0
27862,189.6,0
27863,206.4,0
27864,182.2,0
27867,224.0,0
27868,182.0,1
27869,226.6,0
27871,217.6,0
27873,197.2,0
27876,129.6,0
27878,184.2,0
27880,212.8,0
27882,102.6,1
27883,206.2,0
27884,201.2,0
27885,210.0,0
27886,203.0,0
27889,180.0,0
27890,205.8,0
27892,214.0,0
27893,184.6,1
27894,137.8,0
27895,162.2,0
27896,204.6,0
27901,142.0,0
27902,164.6,0
27904,197.6,0
27907,130.4,0
27909,222.4,0
27910,205.4,0
27911,201.4,0
27912,142.2,0
27913,210.2,0
27914,217.2,0
27915,186.6,1
27917,206.2,0
27918,207.2,0
27919,210.0,1
27920,201.8,0
27923,208.8,0
27924,210.8,0
27925,216.8,0
27928,208.4,0
27929,184.4,0
27931,211.4,0
27932,218.4,0
27933,216.0,1
27934,140.6,0
27935,218.6,0
27937,200.6,0
27940,144.6,0
27943,173.2,0
27944,197.0,0
27945,216.2,0
27946,134.8,0
27947,129.6,1
27948,159.6,0
27949,116.4,1
27951,179.8,0
27952,193.6,0
27953,201.0,0
27955,206.4,0
27956,149.6,0
27958,117.6,1
27962,134.2,0
27963,210.8,0
27965,134.8,1
27968,138.6,0
27969,177.0,0
27970,144.6,0
27971,217.2,0
27972,167.4,0
27974,145.0,0
27975,205.4,0
27976,204.8,0
27977,186.6,0
27978,189.4,0
27981,141.8,0
27982,137.4,0
27984,199.6,0
27985,147.4,0
27986,150.0,0
27988,201.6,0
27991,190.2,0
27992,178.4,1
27994,132.2,0
27995,190.6,0
27996,138.4,0
27997,197.6,0
27999,190.0,0
28000,161.8,0
28001,129.6,0
28002,190.4,0
28005,143.4,0
28006,209.8,0
28007,175.6,0
28011,220.6,0
28015,145.8,0
28016,208.2,0
28018,184.6,0
28020,139.6,0
28022,217.0,0
28024,214.6,0
28025,216.8,0
28026,220.2,0
28027,217.4,0
28028,129.6,0
28029,170.6,1
28030,190.4,0
28031,223.0,0
28033,205.6,0
28034,177.0,0
28036,194.2,0
28037,215.6,0
28038,142.8,0
28039,190.4,0
28040,197.8,0
28042,75.4,1
28043,204.6,0
28044,217.6,0
28045,205.8,0
28046,123.2,1
28048,189.8,0
28049,169.6,0
28050,178.0,0
28051,203.8,0
28052,212.0,0
28054,215.4,0
28055,188.4,0
28056,182.0,0
28057,207.0,0
28058,210.6,1
28061,177.4,0
28063,200.8,0
28065,193.8,0
28066,121.6,1
28067,208.4,0
28069,199.0,0
28072,128.4,0
28074,207.2,0
28075,214.2,0
28076,187.8,0
28077,214.4,0
28078,137.2,0
28079,138.2,0
28080,113.4,1
28081,203.8,0
28085,215.2,0
28086,133.2,0
28087,195.6,0
28089,141.0,0
28090,212.6,0
28091,210.2,0
28092,159.4,0
28093,136.2,0
28094,220.6,0
28097,168.8,0
28099,161.0,0
28100,179.0,0
28101,200.2,0
28103,142.4,0
28104,196.6,0
28105,177.6,0
28107,141.2,0
28108,215.6,0
28109,201.6,0
28110,155.4,0
28111,203.6,0
28112,208.4,0
28113,187.6,0
28115,220.2,0
28116,134.6,0
28117,221.6,0
28118,210.4,0
28119,207.2,1
28120,205.0,0
28121,181.2,0
28122,194.6,0
28123,124.0,1
28124,144.4,0
28125,197.4,1
28126,206.0,0
28129,212.4,0
28130,213.8,0
28133,214.0,0
28134,208.8,0
28135,172.2,0
28136,93.2,1
28137,222.6,0
28138,215.8,0
28139,207.0,0
28140,180.6,0
28142,214.8,0
28143,187.0,0
28144,173.0,0
28146,202.4,0
28147,173.2,0
28148,185.0,0
28149,194.0,0
28150,183.2,1
28154,207.0,0
28155,184.0,0
28156,217.6,0
28158,205.8,0
28159,189.0,0
28163,208.4,0
28164,205.4,0
28165,139.6,0
28167,200.4,0
28168,188.0,0
28169,173.6,0
28172,206.6,0
28174,143.6,0
28175,221.6,0
28177,191.6,0
28178,135.4,0
28180,210.0,0
28181,193.8,0
28182,155.8,0
28184,215.4,0
28185,177.6,0
28187,81.4,1
28189,175.6,1
28190,149.6,0
28191,178.8,0
28192,143.6,0
28193,210.0,0
28194,200.0,0
28195,140.0,0
28196,218.2,0
28198,205.0,0
28201,191.6,0
28203,157.6,0
28205,219.6,0
28208,98.4,1
28209,219.8,0
28210,190.2,0
28213,144.4,0
28215,149.8,0
28216,158.8,0
28217,219.6,0
28218,174.0,0
28219,208.6,0
28220,219.2,0
28222,196.6,0
28223,139.0,0
28224,207.8,0
28225,156.6,1
28226,202.8,0
28227,148.2,0
28228,117.6,1
28230,149.0,1
28232,150.2,0
28233,159.0,0
28234,187.6,0
28237,122.0,0
28238,206.8,0
28239,204.8,0
28241,145.8,0
28242,213.0,0
28244,187.4,0
28245,94.6,1
28246,144.0,0
28248,193.6,0
28249,156.2,0
28250,213.8,0
28251,199.4,0
28253,186.0,0
28254,187.4,0
28255,187.2,0
28256,209.8,0
28257,208.6,0
28258,98.8,1
28259,166.8,0
28260,208.4,0
28261,149.8,0
28262,215.2,0
28263,198.6,0
28264,218.2,0
28266,140.0,0
28267,169.6,0
28268,134.2,0
28271,206.8,0
28276,214.8,0
28277,152.4,0
28279,133.8,0
28282,151.6,1
28285,168.4,0
28286,199.0,0
28287,197.4,0
28289,176.6,0
28291,178.6,0
28292,206.2,0
28293,204.6,0
28294,178.0,0
28295,201.2,0
28296,144.4,0
28297,206.8,0
28298,122.4,1
28300,153.6,0
28303,208.2,0
28304,213.0,0
28305,193.2,0
28306,174.4,1
28307,144.8,0
28308,211.4,0
28309,198.2,0
28312,134.4,0
28315,172.6,0
28318,198.6,0
28319,83.2,1
28320,128.2,1
28321,196.8,0
28322,205.8,0
28323,189.4,0
28324,200.2,0
28326,205.8,0
28327,180.2,0
28328,200.2,0
28329,208.6,0
28331,213.6,0
28332,161.6,1
28336,207.2,0
28337,201.4,0
28338,217.0,0
28339,191.0,0
28340,210.6,0
28342,131.8,1
28343,205.4,0
28346,170.8,0
28347,213.8,0
28349,211.2,0
28350,149.0,0
28351,130.2,1
28352,184.4,0
28354,215.2,0
28355,199.4,0
28360,212.4,0
28361,188.6,0
28362,201.2,0
28363,202.4,0
28364,160.2,0
28366,143.2,0
28368,153.8,1
28369,138.6,0
28370,142.8,0
28371,147.0,0
28372,188.4,0
28373,162.6,0
28374,151.4,0
28375,159.4,0
28379,145.6,0
28380,145.4,0
28381,145.6,0
28382,196.4,0
28383,142.4,0
28384,206.4,0
28385,175.8,0
28386,207.8,0
28387,207.0,0
28388,206.4,0
28389,213.8,0
28390,174.8,0
28394,192.0,0
28395,161.6,0
28397,204.6,0
28400,197.6,0
28401,209.2,0
28402,215.4,0
28404,178.2,0
28406,91.0,1
28408,198.2,0
28409,189.6,0
28410,192.4,0
28411,176.4,0
28415,204.4,0
28416,187.0,0
28418,142.8,0
28419,162.6,0
28420,211.0,0
28421,187.4,0
28422,189.2,0
28423,196.0,0
28424,213.4,0
28425,204.6,0
28428,218.4,0
28430,214.4,0
28431,198.2,0
28433,201.0,0
28434,191.2,0
28436,187.0,0
28437,145.8,0
28438,148.6,0
28439,199.2,0
28440,180.4,0
28441,172.2,0
28442,122.0,0
28444,192.6,0
28446,213.6,0
28449,181.8,0
28451,204.6,0
28452,173.0,0
28453,166.6,0
28454,195.8,0
28455,203.2,0
28457,212.0,0
28458,190.2,0
28459,138.6,0
28460,203.2,0
28462,215.4,0
28464,123.4,1
28467,208.0,0
28468,168.0,0
28470,195.8,0
28471,208.0,0
28472,118.4,1
28473,147.2,0
28474,177.2,0
28475,210.2,0
28476,212.2,0
28479,207.6,0
28483,210.6,0
28484,208.2,0
28487,195.8,0
28488,130.6,0
28489,201.4,0
28491,204.4,0
28492,176.8,0
28493,205.6,0
28494,196.6,0
28495,180.6,0
28496,204.8,0
28497,210.0,0
28498,206.2,0
28500,116.2,1
28502,199.0,0
28503,160.8,0
28505,99.8,1
28507,209.2,0
28510,205.6,0
28511,208.0,0
28513,175.0,0
28514,207.6,0
28515,135.2,1
28516,131.6,0
28517,208.8,0
28518,205.6,0
28520,164.8,1
28521,209.2,0
28523,197.2,0
28524,207.8,0
28525,197.4,0
28527,198.6,0
28530,174.0,0
28531,178.2,1
28532,179.0,0
28534,181.0,0
28537,211.4,0
28538,172.2,0
28539,201.0,0
28542,210.6,0
28543,189.8,0
28544,179.4,0
28545,185.2,0
28546,203.6,0
28547,148.8,0
28551,210.2,0
28552,181.8,0
28555,181.2,0
28556,205.4,0
28558,173.8,0
28560,184.2,0
28561,213.0,0
28562,190.4,0
28563,181.6,0
28564,191.0,0
28566,182.4,0
28567,205.4,0
28568,186.0,0
28570,185.8,0
28574,199.0,0
28575,210.0,0
28577,212.2,0
28578,168.0,0
28579,199.8,0
28582,204.2,0
28583,136.4,0
28584,190.0,0
28585,178.0,0
28586,188.2,0
28587,176.8,0
28588,201.6,0
28589,202.0,0
28590,175.6,0
28591,137.2,1
28593,146.4,1
28594,198.0,0
28595,191.8,0
28596,208.8,1
28598,165.2,1
28599,144.2,0
28600,145.6,0
28601,198.2,0
28602,203.6,0
28604,192.2,0
28605,145.2,0
28606,176.4,0
28607,208.0,0
28608,146.0,0
28609,179.2,0
28610,172.0,0
28611,210.0,0
28612,201.2,0
28613,156.4,0
28614,204.2,0
28615,207.4,0
28617,191.4,0
28621,164.6,0
28622,175.6,0
28623,152.8,0
28624,194.0,0
28625,168.2,0
28627,179.0,0
28628,203.0,0
28629,203.6,0
28630,208.2,0
28631,188.8,0
28632,206.0,0
28633,202.4,0
28634,178.0,0
28637,159.4,0
28638,173.6,0
28639,150.2,1
28640,197.8,0
28641,181.4,0
